Product_ID,Product_Name,Category,Price,Cost
P1000,rice,Grocery,3046.938363581321,2425.7725223805364
P1001,phone,Fashion,4443.7827858261935,2355.256605884936
P1002,shirt,Fashion,3265.2681630437705,537.2434082520574
P1003,Rice,Electronics,-50.0,2420.5373444887737
P1004,laptop,fashion,-50.0,2211.984914595285
P1005,Rice,Electronics,-50.0,2019.2977232164158
P1006,Laptop,electronics,2957.5925601751023,468.97097634640755
P1007,laptop,fashion,-50.0,1342.4662382267288
P1008,Phone,Electronics,-50.0,1121.6421514544136
P1009,Shirt,Grocery,1164.7327525711107,1482.1516803748914
P1010,Rice,Electronics,851.440992607435,2723.7233650302173
P1011,Rice,Electronics,286.99802695726726,21.406987274730966
P1012,laptop,Electronics,2579.4037725543294,1097.1616935146965
P1013,Shirt,fashion,3568.656796949501,377.16047277346934
P1014,rice,fashion,388.9138237716174,2681.432092250113
P1015,Rice,Electronics,3331.3934051492315,189.8774627290102
P1016,shirt,Fashion,4134.328950727399,1378.6766807698355
P1017,laptop,Electronics,-50.0,2008.0441542990973
P1018,phone,electronics,1784.0100051477934,2356.8540134887417
P1019,Rice,Fashion,-50.0,42.175719312963714
P1020,Phone,Electronics,-50.0,2235.229232482828
P1021,Shirt,Grocery,2072.7971599669345,1430.8744407422412
P1022,Phone,fashion,-50.0,2920.734730155826
P1023,laptop,Electronics,-50.0,638.3627756666693
P1024,Laptop,Fashion,4195.29317504105,1068.2200624372679
P1025,rice,electronics,-50.0,905.9117006274603
P1026,Rice,fashion,1736.257730334845,825.7648862386169
P1027,Rice,fashion,1824.5561183490584,2769.50078469458
P1028,Phone,Fashion,2808.1234872907576,2122.9442444996857
P1029,Phone,Electronics,-50.0,1846.1909588292524
P1030,phone,electronics,1046.9368831175593,1994.5497614438168
P1031,Laptop,Fashion,-50.0,2580.62773221006
P1032,laptop,Grocery,1174.2808865432144,2931.375229189661
P1033,phone,grocery,-50.0,764.9217882917305
P1034,Rice,Fashion,4958.482083803382,1513.9375588878759
P1035,shirt,Electronics,2721.4498784515004,2868.5802135154145
P1036,shirt,Electronics,767.3021948394222,2624.358975668215
P1037,Shirt,Fashion,3774.0044129378616,2110.2117462265574
P1038,rice,Fashion,2536.209480345137,376.4670622538963
P1039,Shirt,fashion,3312.804192832406,1849.149758502481
P1040,Phone,electronics,-50.0,554.0238274460993
P1041,laptop,Fashion,-50.0,2888.3122991342225
P1042,laptop,electronics,4028.070550980612,1203.5146718988262
P1043,Shirt,fashion,1445.0180461192322,650.7188515924726
P1044,Laptop,fashion,574.0096596767808,847.5901027212866
P1045,Shirt,Grocery,-50.0,2675.5229271414137
P1046,laptop,Electronics,829.6720947342959,2310.3392128193473
P1047,Laptop,Electronics,-50.0,783.166921609656
P1048,Laptop,Electronics,771.2413779248936,437.2889640991601
P1049,phone,Fashion,-50.0,1996.8392698074426
P1050,laptop,fashion,-50.0,2686.3514005230877
P1051,Shirt,grocery,2969.584047600891,686.0863172977879
P1052,shirt,Grocery,-50.0,263.9149254795682
P1053,Rice,Grocery,-50.0,334.72940089922565
P1054,shirt,electronics,-50.0,2872.200308924163
P1055,laptop,electronics,-50.0,1451.5624242701065
P1056,phone,Fashion,3812.3919298416045,718.4202400900054
P1057,phone,Electronics,4785.044045878303,294.1639912137674
P1058,phone,Fashion,1183.8115290978267,2059.8634730867802
P1059,Laptop,fashion,3989.447908878107,931.743177566834
P1060,rice,grocery,-50.0,2260.579236424604
P1061,Phone,electronics,2821.6569201626653,309.6154247728159
P1062,shirt,electronics,-50.0,2544.9487046169047
P1063,Laptop,fashion,3087.14691918267,590.251544466873
P1064,Phone,electronics,1765.7370331625207,1967.6550611482703
P1065,shirt,Electronics,1601.5238271617125,1015.6443578665597
P1066,Shirt,Grocery,1183.0476743907834,2067.7516634729814
P1067,phone,Fashion,-50.0,935.2972560616123
P1068,phone,Electronics,-50.0,1333.0145017197592
P1069,Phone,Electronics,142.4575958301168,2412.7588662812745
P1070,laptop,Fashion,-50.0,2584.5946210586585
P1071,Shirt,grocery,38.96983948026124,1150.3073145973547
P1072,phone,Fashion,-50.0,2566.2382028390934
P1073,Phone,Fashion,-50.0,360.6429971096318
P1074,Phone,Fashion,-50.0,483.0109176785946
P1075,rice,electronics,201.3864406919648,1211.4181589820496
P1076,Laptop,electronics,4320.104313605394,2514.578102733717
P1077,Shirt,grocery,3937.683997338889,545.9646967804397
P1078,Phone,electronics,-50.0,1628.8310189579656
P1079,rice,Electronics,-50.0,209.8833998837821
P1080,Shirt,Electronics,-50.0,2821.8623695835
P1081,shirt,Electronics,831.3980600755632,2256.0509693090885
P1082,rice,Grocery,4303.948612132083,1525.1492672656768
P1083,laptop,Fashion,4431.5795983963435,2655.256617349254
P1084,phone,electronics,3029.459504466316,705.0915034034361
P1085,Shirt,Electronics,-50.0,1843.4749885868832
P1086,Phone,grocery,4267.6629131954805,535.8567322643923
P1087,rice,fashion,889.3309359994627,38.02827745800993
P1088,phone,Fashion,-50.0,1288.396868152356
P1089,Rice,fashion,2567.0634168659594,1351.1717672765299
P1090,Laptop,electronics,-50.0,2583.0107239358485
P1091,laptop,fashion,480.9081543706339,2338.2445100125124
P1092,Shirt,Fashion,-50.0,439.76891409552474
P1093,shirt,Electronics,-50.0,1144.6393927843217
P1094,laptop,Grocery,-50.0,2949.8181400247845
P1095,Shirt,grocery,2687.11475145687,1608.4037460869226
P1096,Shirt,Fashion,-50.0,548.6222323315543
P1097,rice,Electronics,-50.0,2744.547299086813
P1098,laptop,Grocery,-50.0,2911.6378248586248
P1099,phone,grocery,-50.0,538.5722537298902
P1100,Laptop,Electronics,179.60092008461066,947.5428283964665
P1101,phone,Grocery,4742.318660487739,951.755392240912
P1102,phone,Electronics,-50.0,2677.6089927568487
P1103,phone,electronics,765.1603037170321,482.6681825676569
P1104,Laptop,grocery,-50.0,477.61881401084196
P1105,phone,Fashion,-50.0,1810.1509785202902
P1106,Rice,Grocery,1492.2767300832843,1795.0094577211692
P1107,Laptop,fashion,199.32711530904683,428.37453168576883
P1108,Laptop,Electronics,2776.5093941211985,596.9711478837394
P1109,rice,electronics,3626.4779026668325,2279.8380249793686
P1110,laptop,grocery,2141.707277201916,672.3817041305626
P1111,rice,grocery,4529.355202539114,2909.5708326502486
P1112,rice,Fashion,3597.1029795888153,2131.783394659477
P1113,phone,Fashion,3774.392633878652,964.1510314330739
P1114,laptop,fashion,4407.7031223932945,2352.1639441996354
P1115,rice,Grocery,2091.917423279652,1766.9416723788581
P1116,phone,Grocery,-50.0,661.9148244703072
P1117,phone,Fashion,3261.3069251362595,888.0282596681346
P1118,rice,fashion,1895.5024299962085,392.59708596923423
P1119,shirt,Fashion,1166.5458591878921,2902.842438407985
P1120,Shirt,grocery,-50.0,2013.7772814890773
P1121,laptop,Fashion,1734.0877885369443,1267.6944679298406
P1122,Rice,grocery,3332.4610736067457,2021.1264579407336
P1123,Rice,Electronics,3260.3347172302288,1045.2551620630156
P1124,Shirt,grocery,-50.0,2383.279030294865
P1125,Shirt,fashion,-50.0,1369.1855496283254
P1126,shirt,Electronics,-50.0,2624.640679453344
P1127,phone,grocery,3788.99898548244,521.6366811638994
P1128,Rice,grocery,3706.252820980262,975.7039964750763
P1129,Rice,Grocery,4195.9516945672585,2773.0071503602744
P1130,Shirt,Grocery,4300.215993655462,297.90921071817695
P1131,rice,fashion,4884.8414696458785,572.581792435339
P1132,phone,Electronics,-50.0,2007.0176833389269
P1133,Rice,Electronics,4567.604433149497,729.6562069518274
P1134,laptop,fashion,2931.4441798213993,863.5923468444457
P1135,phone,electronics,-50.0,1075.7599766861201
P1136,Rice,fashion,-50.0,2116.5116257994864
P1137,Laptop,grocery,-50.0,2504.556607429356
P1138,Phone,Grocery,802.7182340906179,2678.7685444312
P1139,shirt,fashion,-50.0,2789.737960796327
P1140,Rice,Fashion,-50.0,2765.739810185317
P1141,shirt,electronics,626.3806939992404,2090.9645683731055
P1142,phone,grocery,-50.0,1651.9576246341148
P1143,Shirt,grocery,-50.0,1110.2661023040216
P1144,Shirt,Electronics,207.9769277850764,1351.1756053399956
P1145,Phone,grocery,-50.0,2105.3112407929793
P1146,shirt,grocery,-50.0,268.8685442397158
P1147,Rice,Electronics,1354.4465980013097,557.1278511434753
P1148,Rice,grocery,4450.72406567604,2730.3634654830385
P1149,phone,Grocery,2107.7709154319336,167.52804906012824
P1150,Shirt,electronics,-50.0,440.42593019046154
P1151,laptop,electronics,27.346643227847583,170.88582289314067
P1152,Laptop,Fashion,4119.214968184585,2349.3306756745005
P1153,shirt,Fashion,1987.0972732708651,2656.302807392083
P1154,laptop,grocery,-50.0,226.0379440069156
P1155,phone,Fashion,-50.0,686.4777476328744
P1156,Laptop,Electronics,281.7070798831371,1042.636433953861
P1157,laptop,electronics,-50.0,925.7079748951429
P1158,rice,Electronics,-50.0,280.1323644717025
P1159,rice,grocery,2227.584446785871,1704.2754229332577
P1160,Rice,fashion,4646.621907845636,1731.3987905046185
P1161,laptop,fashion,-50.0,1919.7160061498207
P1162,Shirt,grocery,-50.0,985.4548829455622
P1163,phone,grocery,4748.666465971289,288.446260571275
P1164,Phone,grocery,-50.0,156.82113086751158
P1165,Phone,Grocery,2310.7395162227244,1232.2160854320239
P1166,Phone,Electronics,-50.0,1202.592838576928
P1167,Shirt,Grocery,880.0844244437451,2763.830695734686
P1168,Rice,Grocery,2663.6108257689966,2289.2941836123186
P1169,laptop,electronics,-50.0,185.28619117677502
P1170,shirt,Electronics,-50.0,419.4133539698013
P1171,laptop,Fashion,-50.0,1588.1029525992851
P1172,Rice,electronics,-50.0,2772.9676270956147
P1173,rice,Fashion,429.6165297326601,2232.0027296760104
P1174,phone,Electronics,4039.913921634213,2123.1452073366954
P1175,Shirt,Grocery,4022.2018121069973,664.3124936916486
P1176,laptop,Grocery,2573.1052382899006,1060.0543153334609
P1177,phone,electronics,4000.3780653215135,543.6829305601692
P1178,rice,Fashion,-50.0,2433.782645571976
P1179,Rice,Electronics,3680.328745368257,2115.8842034240397
P1180,Laptop,grocery,-50.0,995.6652921234808
P1181,shirt,Electronics,477.5759802904374,1993.3850653994032
P1182,laptop,Electronics,309.8136634397989,2274.8330411092807
P1183,laptop,grocery,-50.0,1967.5832277942634
P1184,shirt,grocery,88.36874759197137,1871.7085190661774
P1185,Phone,Fashion,596.0067761915086,1786.847560899577
P1186,shirt,fashion,3679.6697897808535,1908.5391514622377
P1187,Laptop,grocery,1703.6653575411194,139.48292838239783
P1188,Shirt,fashion,320.9915392829876,723.3753806721329
P1189,phone,Fashion,1717.5696147782528,1577.461075893413
P1190,rice,electronics,-50.0,1692.283062965674
P1191,Rice,electronics,4386.261731879608,278.2241607520378
P1192,shirt,electronics,-50.0,183.12996115357024
P1193,Phone,grocery,-50.0,1299.1312847401969
P1194,rice,Fashion,-50.0,1707.6410034566786
P1195,Laptop,fashion,-50.0,1790.0167787799314
P1196,Laptop,fashion,-50.0,373.0868977191057
P1197,rice,Grocery,-50.0,1062.8291479976133
P1198,rice,electronics,2262.9342599790934,1149.511279575558
P1199,Laptop,Fashion,4833.001404434698,2038.7047993733545
P1200,Phone,fashion,-50.0,1974.3083313605255
P1201,laptop,Grocery,-50.0,513.4041553318795
P1202,phone,Electronics,-50.0,561.9370487598387
P1203,Rice,Grocery,-50.0,2534.350335736058
P1204,Phone,Electronics,-50.0,1649.2952101318438
P1205,Shirt,Grocery,-50.0,571.1149673585147
P1206,rice,grocery,1678.8775905632822,2372.040313010928
P1207,laptop,grocery,-50.0,1490.9974210252847
P1208,Laptop,grocery,2072.6929284936828,2501.516596670642
P1209,Phone,grocery,842.3662312038481,203.6995548493751
P1210,rice,electronics,4452.7189935343295,923.3986020319211
P1211,laptop,electronics,-50.0,1795.3803829963438
P1212,shirt,Fashion,-50.0,110.20423268385348
P1213,Phone,fashion,-50.0,1628.6856377659121
P1214,phone,fashion,-50.0,2242.283972346369
P1215,Phone,grocery,709.4561521876486,309.6450847567327
P1216,laptop,grocery,4135.1740678056885,1829.9335635769232
P1217,rice,Electronics,108.49108984701205,2487.941961592459
P1218,rice,Grocery,4828.136615925939,1024.5510400299609
P1219,phone,grocery,3349.568115433514,924.2082912109856
P1220,Shirt,Fashion,-50.0,106.85238125247298
P1221,rice,fashion,4820.921331985593,2883.1437787812047
P1222,Laptop,fashion,4803.043020048673,507.2571057192707
P1223,Laptop,grocery,-50.0,1457.1207625102081
P1224,Shirt,grocery,-50.0,547.595698034891
P1225,laptop,electronics,1298.868433469613,2187.7322249870886
P1226,laptop,Grocery,1052.9380586272036,1407.5569579637704
P1227,Laptop,Fashion,4375.9466021318585,398.6755594654361
P1228,Rice,grocery,-50.0,2321.204688435033
P1229,Shirt,Electronics,4095.4691965434577,808.1508143811949
P1230,Phone,Electronics,-50.0,19.66095187194471
P1231,phone,electronics,-50.0,2960.944791205101
P1232,rice,grocery,-50.0,2365.708008542563
P1233,Shirt,fashion,-50.0,225.3326223188168
P1234,Laptop,electronics,2728.781264777438,1706.6579839522499
P1235,Shirt,grocery,-50.0,2547.961003861473
P1236,Phone,electronics,1400.6069093228987,217.9891478547693
P1237,shirt,fashion,973.8816805787866,2328.628635597899
P1238,phone,Fashion,2306.8274655394584,2671.1576918325018
P1239,shirt,fashion,-50.0,684.4857530556912
P1240,phone,grocery,2078.675914156242,194.18220956527915
P1241,Phone,Electronics,4307.360728527372,2410.9030206034577
P1242,rice,Grocery,-50.0,2421.0345160978527
P1243,rice,grocery,-50.0,1031.9837066687658
P1244,laptop,Fashion,-50.0,230.87276382225568
P1245,Phone,grocery,-50.0,2781.430027758315
P1246,Shirt,grocery,202.15010733124086,992.0364056436792
P1247,Laptop,Grocery,-50.0,1917.3523292395055
P1248,phone,fashion,-50.0,2834.726981115277
P1249,phone,fashion,-50.0,2851.5943517020887
P1250,shirt,fashion,-50.0,1144.1842680203677
P1251,Laptop,grocery,1492.7743903303722,1124.3808414330854
P1252,Shirt,grocery,-50.0,693.3314907953564
P1253,phone,fashion,-50.0,1085.0355782400557
P1254,rice,Electronics,3985.5265170017046,1533.3183159710532
P1255,Laptop,grocery,-50.0,1838.8324847462036
P1256,phone,Electronics,-50.0,1133.7360379495663
P1257,Rice,fashion,-50.0,812.9372775980269
P1258,Shirt,grocery,3096.0478227963954,2455.597955500651
P1259,rice,grocery,2173.0309440436076,385.50645926497674
P1260,Rice,electronics,4430.759400714489,274.2636232175793
P1261,rice,Grocery,-50.0,1610.6241126585949
P1262,Phone,Grocery,4238.388266185231,1689.3199133488918
P1263,Laptop,electronics,-50.0,2569.2269761690022
P1264,phone,electronics,4077.1603637183307,2209.357913213728
P1265,Laptop,Fashion,-50.0,2413.3393566715454
P1266,Phone,Grocery,937.4457878588238,2104.2364015509643
P1267,Laptop,fashion,1544.4006766864022,1810.8614922760935
P1268,Laptop,fashion,2798.9171302314494,1673.5529863226375
P1269,shirt,electronics,-50.0,2159.158891057237
P1270,Laptop,Grocery,4881.161597319179,312.5249433149702
P1271,Rice,electronics,-50.0,2790.353901769303
P1272,rice,Electronics,-50.0,2514.937530504576
P1273,laptop,Electronics,-50.0,2257.1742194056933
P1274,phone,fashion,4652.69218792271,558.7769212831624
P1275,Phone,Electronics,-50.0,1285.053830292152
P1276,Rice,Electronics,-50.0,1359.026861175575
P1277,Shirt,Electronics,-50.0,2803.229927339739
P1278,Rice,grocery,-50.0,1513.5460407663459
P1279,Laptop,electronics,4413.385053520388,607.2056525662634
P1280,Shirt,Fashion,3925.8183314304197,2252.299937629694
P1281,phone,electronics,1515.412322982294,2983.346891041137
